text,human_label,llm_label,disagreement,vader_compound,sarcasm,slang,hedging,mixed_sentiment,implicit_meaning
"The prime minister expressed his concerns about enriched uranium and Iranian nuclear research and development, as well as his worries about the approach taken to the international nuclear talks.",positive,neutral,True,-0.1779,False,False,False,False,False
"The survey also found Braun leads with those having the highest level of enthusiasm for voting in the midterm elections, a seven-point advantage with those with high propensity voters, and a seven-point advantage with voters who have an opinion of both candidates.",positive,neutral,True,0.7096,False,False,False,False,False
"Corsi, who stoked such false rumors as President Barack Obama not being born in the U.S., joined Infowars last year but has since departed.",negative,neutral,True,0.0,False,False,False,False,True
Colbert’s ratings have risen steadily since Inauguration Day.,positive,positive,False,0.0,False,False,False,False,False
"Paul Ryan, R-Wis., agreed, saying he doesn’t think President Obama “has given us the kind of strategy we need.”",negative,negative,False,0.2732,False,False,True,False,True
"Marco Rubio, R-Fla., is publicly criticizing the same tax reform bill that he voted for.",negative,negative,False,-0.3612,False,False,False,False,True
"Image caption Viriginia student Malika Fowler says blackface is really disrespectful and the recent stories have shocked her Reverend Sharpton gave a rousing speech, drawing claps, cheers and a standing ovation, as he called for Mr Northam to step down.",negative,neutral,True,0.2023,False,False,False,False,False
"We have — I think, I can say at least for myself, I can't speak for him, but we have a really good chemistry together.",positive,neutral,True,0.6474,False,False,True,False,True
Smith is quite right (with the possible exception of when A.I. algorithms train themselves independent of human involvement—but that’s another story).,positive,positive,False,0.0,False,False,True,False,True
"In one afternoon, President Donald Trump's former campaign manager Paul Manafort was found guilty of eight criminal counts, including fraud; and his former fixer Michael Cohen pleaded guilty to, among other things, making illegal payoffs to benefit the president's campaign.",negative,neutral,True,-0.9246,False,False,False,True,True
"Los Angeles is the homeless capital of America, and years ago, Morrison formed a coalition of private and public sector partners to work together to help get people off the street.",positive,neutral,True,0.4019,False,False,False,False,False
"TALKER … NYT’S KATIE GLUECK and JONATHAN MARTIN: “Why Joe Biden’s Age Worries Some Democratic Allies and Voters”: “As aides and allies watched Joseph R. Biden Jr.’s first debate performance last month, their initial optimism about his abilities turned to alarm as Senator Kamala Harris laced into him over race and busing.",negative,negative,False,0.0772,False,False,True,True,True
"He seemed just as disgusted with them as I am and everybody else in the United States,"" McDaniel said.",neutral,neutral,False,-0.1531,False,False,True,False,True
"The statement said this is the first complaint regarding Lauer's behavior the company has received ""in the over 20 years he's been at NBC News.""",neutral,negative,True,-0.296,False,False,True,False,True
"The five-year old video showing President Barack Obama talking bluntly about race, Hurricane Katrina and the Rev.",neutral,neutral,False,0.0,False,False,False,False,True
"Michael Cohen, a longtime member of President Trump's inner circle, received a three-year prison sentence Wednesday after pleading guilty to financial fraud, campaign finance charges and lying to Congress.",negative,negative,False,-0.9337,False,False,False,False,True
"Mr. Rubio and Mr. Cruz can also expect to come under attack from Mr. Christie, who has staked his fortunes on doing well in New Hampshire.",neutral,negative,True,-0.25,False,False,False,False,True
"Cruz, a conservative lawmaker from Texas, won with 28 percent of the vote compared to 24 percent for businessman Trump in the Republican contest.",neutral,negative,True,0.5719,False,False,False,False,False
"Tammy Duckworth said such a strategy would be destined for failure in the Midwest, which the Illinois Democrat said would be critical to winning a presidential race.",neutral,neutral,False,-0.296,False,False,False,False,True
"Gerard Batten’s letter also informed the monarch that she should never have approved the 1992 Maastricht treaty as it made her, and everyone else in the UK, citizens of the EU, and was thus unlawful and treasonous.",negative,negative,False,-0.7212,False,False,False,False,True
"___ This story has been corrected to show the correct second reference to Jim Yong Kim is Kim, not Jim.",neutral,neutral,False,0.0,False,False,False,False,True
"Tim Alberta: Well, I assumed that because Kamala Harris is the best athlete… Jeff Roe: She is, but I’d like to do Sanders.",neutral,negative,True,0.7506,False,False,False,True,True
Peter Stone reports at length on this development in the Mueller inquiry.,neutral,neutral,False,0.0,False,False,False,False,False
"Mr. Obama and Mr. Cameron argued that NATO must transition to a “more effective security network that fosters stability around the world,” urging member nations to bolster military spending.",positive,neutral,True,0.4588,False,False,False,False,False
"After an introduction from comedian Sarah Silverman, Sanders told the crowd, ""the reason we're doing so well in this campaign is we're telling the truth.""",positive,positive,False,0.7678,False,False,False,False,False
"Still, a solid victory would bolster Abe's chances of a third term as president of the LDP in the next leadership election in September 2018.",positive,neutral,True,0.34,False,False,False,False,False
George W. Bush was their guy for eight years.,neutral,neutral,False,0.0,False,False,False,False,False
Hyde-Smith received 41.5% and Espy just behind her at 40.6%.,neutral,neutral,False,0.0,False,False,False,False,False
She’s the sole announced Democrat candidate and the only top-shelf contender.,positive,positive,False,0.128,False,False,False,False,False
"She was instrumental in overturning ""don't ask, don't tell,"" and today works with an organization called SPART*A, an LGBTQ military group that fights for the rights of transgender people in military services.",positive,positive,False,-0.4019,False,False,False,False,True
Donald Trump: ‘Russian connection non-sense’ is cover for Clinton’s ‘many mistakes’,negative,negative,False,0.0,False,False,False,False,False
"Mr. Romney continues to fault Mr. Obama for not leading on Syria, where thousands have died at the hands of President Bashar al-Assad’s forces.",neutral,negative,True,-0.743,False,False,False,False,True
Some critics argue that Ginsburg’s words are insufficient given her refusal to retire from the bench under Barack Obama.,negative,negative,False,-0.5574,False,False,False,True,True
"For the full year, Berkshire reported $44.9 billion net income, or $18.22 per Class B share.",positive,positive,False,0.296,False,False,False,False,False
Spicer said it was his understanding that Rosenstein’s memo and Sessions’s letter were presented to Trump on Tuesday.,neutral,neutral,False,0.0,False,False,True,False,True
"Johnson receives £275,000 a year for his weekly Daily Telegraph column, a sum he once referred to as chickenfeed.",neutral,negative,True,0.0,False,False,False,False,True
"For much more from Michael Morell's conversation with Nada Bakos, including highlights from her new book, ""The Targeter,"" you can read the transcript here and subscribe to ""Intelligence Matters"" here.",neutral,neutral,False,0.4939,False,False,False,False,False
"That dilemma, however, has been with her every step of her career, as she has moved closer to the center of power.",negative,negative,False,-0.1779,False,False,False,False,True
"After he criticized the idea of a U.S. preemptive strike on North Korea, Victor Cha is no longer the White House's candidate for Ambassador to South Korea.",negative,negative,False,-0.6369,False,False,False,False,True
"At the same time, he said Japan would not withdraw its pledge of $200 million, a new step in Mr. Abe’s efforts to increase the nation’s diplomatic clout and fulfill promises that it would be a more globally active ally of the United States.",positive,neutral,True,0.9114,False,False,False,False,False
He was an anti-smoking crusader and an ardent defender of public funding of Amtrak.,positive,neutral,True,0.5423,False,False,False,False,False
Covington Bishop Roger Foys initially condemned the students' behavior after a video showed one teenager face-to-face with a Native American man.,negative,neutral,True,-0.4404,False,False,False,False,False
"Fact Check: Mrs. Clinton was making the point that, for many people, post-high school options that she promised to promote with government help — like job-training programs and community college degrees — would be sufficient to find jobs.",positive,neutral,True,0.8519,False,False,False,False,True
"“Right now I’m voting for Bernie Sanders, and not that I wouldn’t vote for Hillary in the end, but I guess I’d just say I’m looking for different blood.”",positive,neutral,True,0.0,True,False,False,True,True
Obama aides said Brennan would be able to make a seamless transition to the CIA.,positive,neutral,True,0.0,False,False,False,False,True
Longtime Obama aide and strategist David Axelrod on Tuesday morning tweeted that Comey’s statement in which he recommended no charges but rebuked Clinton for carelessness “is about [the] best result she could get.”,negative,negative,False,0.6712,False,False,False,True,True
Reopening Email Investigation Stain on Clinton AND Comey,negative,neutral,True,0.0,False,False,False,False,False
"Tenney's Democratic opponent, state Assemblyman Anthony Brindisi, was graded an ""F."" Brindisi has gone against the majority of Democrats in the Assembly and voted against the SAFE Act, which is not favored by gun owners.",neutral,negative,True,0.5166,False,False,False,True,True
"Guterres said he has taken ""strong steps"" to fight the problem, which he says has haunted him.",positive,negative,True,-0.6249,False,False,False,False,False
"This is the only way the department can regain the trust of the veterans and taxpayers it is charged with serving,"" he said in a statement.",neutral,negative,True,0.3612,False,False,False,False,False
"He indicated that he would do his best to either force a non-conservative choice, or hold the seat vacant for four years.",positive,negative,True,0.6369,False,False,True,False,True
"On Wednesday, the campaigns of his former rivals were quick to point this out. .@JebBush spox @kristymcampbell says Trump's shift in deportation policy is ""unsurprising"" pic.twitter.com/md073YHLxH I guess Governor Kasich's advice wasn't so bad after all?",negative,unknown,True,0.5549,True,False,False,True,True
Mr. Perry said in his prepared remarks that he leaves the race “a blessed man.”,positive,positive,False,0.7003,False,False,False,False,False
"Mrs. Clinton has concluded that catching Mr. Trump in a lie during the debate is not enough to beat him: She needs the huge television audience to see him as temperamentally unfit for the presidency, and that she has the power to unhinge him.",negative,negative,False,0.3182,True,False,False,False,True
That Reaganesque rejoinder from Mike Pence — one of many — effectively put Tim Kaine in his place during a debate that exposed the depths of the Hillary campaign’s demagogic cheapness.,negative,negative,False,0.3818,False,False,False,True,True
SEE ALSO: Bernie Sanders still getting Ohio voters who decry both Clinton and Trump “Jim Comey can redeem himself in history.,negative,neutral,True,0.0,False,False,False,True,True
"The career of Tessa Jowell, who died last week, shows that kindness is smart, strategic – and sadly absent from public life right now",positive,negative,True,-0.1779,False,False,True,True,True
"Godbolt's stepfather-in-law, Vincent Mitchell, says the slayings ""all stemmed from domestic violence.""",neutral,negative,True,-0.6249,False,False,False,False,True
"President Donald Trump is expected to nominate Jerome “Jay” Powell to the second-most important job in the country, the head of the Federal Reserve.",positive,neutral,True,0.2023,False,False,False,False,False
"At a time when politicians were expected to be tactile to demonstrate their fealty with voters, he more than met that requirement.",positive,positive,False,0.0,False,False,False,False,False
"In fact, Carson’s quiet dignity may be precisely what his fans like.",positive,neutral,True,0.6369,False,False,False,False,True
"A senior Obama administration official told Fox News that Gross left Cuba on a U.S. government plane Wednesday morning, and was ""released on humanitarian grounds by the Cuban government at the request of the United States.""",neutral,negative,True,-0.0772,False,False,False,False,True
"Pictures from North Korean state media showed Kim Jong Un reviewing military plans with his generals Monday to launch four missiles near the island of Guam, CBS News correspondent Ben Tracy reports.",neutral,negative,True,0.0,False,False,False,False,True
McConnell said Sunday that Gorsuch “deserves to be confirmed” and “will ultimately be confirmed.”,positive,neutral,True,0.0,False,False,False,False,False
They also want him to state whether he would have charged Trump with a crime if he weren’t the sitting president.,neutral,neutral,False,-0.6124,False,False,False,False,True
Mark Zuckerberg's surprise visit to Ohio family boosts rumor of political run,neutral,neutral,False,0.5267,False,False,False,False,True
"Fifteen times on Friday, Kerry introduced a finding with the definitive phrase “we know” to present findings as fact — that Assad had chemical weapons, that he had used them before, that he had targeted the area where they were used, that the regime had warned its allies ahead of time to prepare for the attack, and the time and location of rocket launches and strikes.",negative,negative,False,-0.8625,False,False,False,False,True
"Hours later, Spicer apologized, although he made a number of mistakes during his apology, including mispronouncing Syrian President Bashar al-Assad’s name.",negative,negative,False,0.0772,False,False,False,True,True
"Ending a nine-month silence over the circumstances of his departure from Crowdmix, the tech boss alleged in his statement that Candy had driven a once promising business “off a cliff”, and that he was “capable of threats, blackmail and dishonesty” to get what he wanted.",negative,negative,False,-0.0258,False,False,True,False,True
"In a frank discussion with reporters, Carter said he is “in the hands of God” and feels “prepared for anything that comes.”",positive,positive,False,0.0,False,False,False,False,False
"Mr. Huckabee, a Baptist pastor turned politician, won a following with conservatives during his first campaign, and he has become even more widely known since then thanks to his presence on the Fox network.",positive,neutral,True,0.765,False,False,False,False,False
"“Under President Obama, we have seen record-setting deficit spending and trillions added to our nation’s debt.",negative,negative,False,-0.6369,False,False,False,False,True
"However, Fox News reported Tuesday that Mateen was more than just an acquaintance of another radicalized terrorist who left Florida for Syria where he blew himself up in 2014.",neutral,negative,True,-0.6908,False,False,False,True,True
"That deal collapsed as Maduro refused to give in power, hold new presidential elections, free the nation’s hundreds of political prisoners, or cease deploying the nation’s military to attack unarmed civilians. advertisement The Herald notes that Freddy Guevara, the opposition-run National Assembly’s first vice president, announced on Twitter that Zapatero shared breakfast with López at his home, where he is currently under house arrest.",neutral,unknown,True,-0.7506,False,False,False,True,True
"One complaint came from a former employee who said Mr. Lauer had summoned her to his office in 2001, locked the door and sexually assaulted her.",negative,negative,False,-0.6808,False,False,False,True,True
Mr. Obama also issued a strong and timely challenge to Congress to approve a new legal authorization for the military campaign that was launched in August 2014.,positive,neutral,True,0.6808,False,False,False,False,False
It labeled him a “potential risk.”,negative,neutral,True,0.0,False,False,False,False,False
"The major broadcast networks: NBC, CBS, Fox, and ABC declined to carry Obama’s primetime immigration speech live, citing its overtly political nature.",negative,negative,False,0.0,False,False,False,False,True
"Wheeler said the commission has previously trusted commercial Internet providers to manage their own networks based on their perceived interest of the good of their business, but said those actions may not always be optimal for network users.",neutral,neutral,False,0.3259,False,False,True,False,True
"""I want to apologize to you that the website is not working as well as it should,"" Ms. Tavenner said, in remarks addressed to the public during testimony before the House Ways Means Committee.",neutral,neutral,False,-0.0294,False,False,False,False,True
"If Obama needs to recover from a flat performance in Denver, it is still Romney—as the candidate facing a steeper Electoral College path to victory—who has the most pressure on him, particularly as his strong first debate has heightened expectations for an even stronger second.",negative,neutral,True,0.5677,False,False,False,False,False
"Mark Amodei, R-Nev., an early Trump supporter, praised the White House’s sense of urgency, calling it a “wild and woolly 100 days.”",positive,positive,False,0.6486,False,False,False,False,False
"Barack Obama told a mostly black audience of ministers that the country's leaders ""don't care about"" New Orleans residents, suggesting the city was neglected in the aftermath of Hurricane Katrina because of institutional racism, according to an unedited video reported on by The Daily Caller.",negative,negative,False,-0.8787,False,False,True,True,True
British Prime Minister Theresa May and U.S. President Donald Trump at the White House in January.,neutral,neutral,False,0.0,False,False,False,False,False
The victory was mainly strategic for Cruz since all 58 Arizona delegates are required to vote for Trump on the first national ballot because he won the state’s primary.,neutral,neutral,False,0.5719,False,False,False,False,True
The Honda and the Waymo vehicle had significant damage.,neutral,negative,True,-0.34,False,False,False,False,True
ICYMI: 6 key moments in the Chicago mayoral TV debates between Lori Lightfoot and Toni Preckwinkle,neutral,neutral,False,0.0,False,False,False,False,False
"Wisconsin congressman When Ryan was first elected in 1998, he was only 28 years old.",neutral,negative,True,0.0,False,False,False,False,False
FBI again clears Clinton in email probe,positive,negative,True,0.0772,False,False,False,False,False
It’s simply that Sanders and Biden may not share the stage at all in June.,neutral,neutral,False,-0.2235,False,False,False,False,True
"“I am convinced that if this framework leads to a final deal, it will make our country and the world safer,” Obama said in a appearance at the White House Rose Garden.",positive,positive,False,0.4019,False,False,False,False,False
They were forced to abandon her remaining sister when they were ld.,neutral,negative,True,-0.7096,False,False,True,False,True
"British officials have said that Mr. Emwazi was on a list of potential terror suspects since 2009, but that they were unable to prevent him from traveling to Syria in 2013.",negative,neutral,True,-0.4118,False,False,False,False,True
"CBS News ""I've had that happen to me, like, 'Yeah, you sat me by the bathroom,'"" said Leon Harper.",neutral,negative,True,0.5719,False,True,False,False,False
"Mr. Graham predicted that Mrs. Clinton would become more central as the election got closer, but said Republican animosity toward Mr. Obama made him a more resonant target right now.",neutral,neutral,False,-0.5927,False,False,False,False,True
"“To be mentioned for these kind of things is a big honor,” Ryan remarked.",positive,positive,False,0.0,False,False,False,False,False
Facebook Twitter Pinterest Nicolas Cage.,neutral,neutral,False,0.0,False,False,False,False,False
"Chris Christie called out Mr. Rubio many times, asking the audience to watch for a “memorized 25-second speech.”",negative,negative,False,0.0,False,False,False,False,False
"Mr. Obama has made supporting same-sex marriage a central theme in his recent speeches, including his second inaugural address, and has often stated that Americans ought to have equal rights, “no matter who you love.”",positive,positive,False,0.4588,False,False,False,False,False
"“For those of us who know Carly, her dominating performance was no surprise,” Anna Epstein, press secretary for Fiorina’s campaign told TheBlaze.",positive,neutral,True,-0.5267,False,False,False,False,True
"Churchill was, of course, wrong about Attlee, and it is possible that Powell will go on to be one of the all-time great Fed chairmen.",positive,neutral,True,0.25,False,False,True,False,True
Village Manager Joseph Cavallaro also lauded Wieteska’s accomplishments.,positive,positive,False,0.0,False,False,False,False,False
"It never was,” said Christopher Horner, a researcher who obtained the Obama administration email detailing Mr. Kutesa’s stance.",neutral,negative,True,0.0,False,False,False,False,True
"Gabbard, President Trump supports bringing American troops home, particularly from Afghanistan, America’s longest war.",positive,positive,False,-0.34,False,False,False,False,True
"After acknowledging the significance of the moment as the first female Democrat nominee for President, Clinton focused in on her GOP opponent Donald Trump.",positive,neutral,True,0.5719,False,False,False,False,False
"Standing just 155 centimetres (five foot, one inch) tall and weighing 43 kilograms (six stone, 10 pounds), her speed and agility make her a match for almost any opponent.",positive,positive,False,0.0,False,False,False,False,False
The White House said Romney congratulated the president for his successful campaign and wished him well in the coming four years.,positive,neutral,True,0.7096,False,False,False,False,False
"Still, he battled his way to a strong performance in the rest of the debate, and Clinton spent much time on the defensive as the focus shifted to her record.",negative,neutral,True,0.296,False,False,False,True,True
"David's doesn't expect the process to materially impact its business or interfere with day-to-day operations or its relationships with vendors and customers, according to the company.",neutral,neutral,False,0.0,False,False,True,False,True
He was also a temporary chaplain at the Valley Hospital in Ridgewood.,positive,neutral,True,0.0,False,False,False,False,False
"Watching her children during the campaign inspired her to write her new book, ""Raising Trump,"" she said.",positive,neutral,True,0.4939,False,False,False,False,False
"Negotiations on the Black Hawk route with Union Pacific have not resumed, he said.",neutral,neutral,False,0.0,False,False,False,False,False
It is clear to the Court that Dr. Konopka has spent her career helping people in her medical practice and has a genuine commitment to address the needs of those not able to afford medical care elsewhere.,positive,positive,False,0.8625,False,False,False,False,False
"Secretary-General Antonio Guterres is pushing all 193 member states to join a compact to prevent sexual abuse, holding a high-level meeting intended to demonstrate U.N. commitment to fighting a scourge that has darkened the reputation of peacekeeping missions around the world.",positive,negative,True,0.0516,False,False,False,False,True
Senate Republicans will move to a vote Thursday on Gorsuch’s nomination.,neutral,negative,True,0.0,False,False,False,False,False
"“At this point, it looks like he acted alone,” Sheriff Israel said, adding it was too early to speculate on the gunman’s motive for carrying out the shooting.",neutral,neutral,False,0.3612,False,False,True,False,True
"National Republican leaders have pulled their support for Roy Moore, the Alabama GOP Senate candidate, in the wake of allegations claiming he had inappropriate sexual contact with teenage girls.",negative,negative,False,0.4019,False,False,False,True,True
"Last week, prosecutors made clear in a sentencing memo for Donald Trump’s personal lawyer, Michael Cohen, that Trump himself had directed Cohen to break campaign finance laws.",negative,negative,False,0.25,False,False,False,False,True
"MSNBC's Rick Wilson framed his opposition to President Donald Trump as a financially damaging consequence of his adherence to conservative principles, offering his self-assessment during a Monday interview on SiriusXM's Politics Inside Out with host Chris Frates.",neutral,neutral,False,-0.5106,False,False,False,False,False
Bill Clinton campaigned relentlessly in Florida for President Obama in 2012.,neutral,negative,True,0.0,False,False,False,False,False
"""It seemed like the Woodbury County Democrats scooped the de Blasio campaign,"" Fleisher said.",neutral,neutral,False,0.3612,False,False,True,False,True
What's the difference between what Menendez is alleged to have done and what the public often sees as the standard D.C. practice of legislators voting in ways that their donors would appreciate?,negative,neutral,True,0.4019,False,False,True,False,True
"As the shutdown continues, Mr. Trump’s campaign team released an ad saying Democrats who oppose the president’s border security policies will be “complicit for every murder committed by illegal immigrants.”",negative,negative,False,-0.7003,False,False,False,True,True
Tyndall very much took up Faraday’s mantle as a prominent public advocate of science.,positive,neutral,True,0.3182,False,False,False,False,False
"""Anybody could have listened to that meeting,"" he said of the Helsinki meeting that only included Trump, Putin and translators.""That meeting is up for grabs.""",neutral,neutral,False,0.0,True,False,False,False,True
"'Pragmatic and liberal approach' Mr Gove, the Environment Secretary, praised Ms Rudd's ""gracious"" apology to the Windrush migrants and claimed she had a ""grip"" on the problem.",positive,neutral,True,0.6486,False,False,False,False,False
"And when Mueller didn’t reach a conclusion on allegations that the president engaged in obstruction of justice to interfere in the Mueller investigation, a careful review by Attorney General William Barr and Deputy Attorney General Rod Rosenstein concluded that evidence gathered by Mueller “is not sufficient to establish that the President committed an obstruction-of-justice offense,” Mueller wrote in a letter to Congress.",positive,neutral,True,0.836,False,False,True,False,True
TOUGH SLOG FOR CLINTON Allies of Clinton have held back from overt calls for Sanders to exit the race.,negative,neutral,True,-0.3034,False,False,False,False,False
"Mr. Paul said, before instructing Ms. Guthrie on how he believes an interview should be conducted.",neutral,neutral,False,0.0,False,False,False,False,False
Mr. Reid aims to have legislation shaped by the Judiciary Committee for floor debate that will be freely open to amendment.,positive,neutral,True,0.4404,False,False,False,False,False
Part of the reason Lombardo said he can’t discount terrorism as a motive is Holloway’s murky background.,negative,negative,False,-0.6808,False,False,True,False,True
"Mike Thompson (D-Calif.), Dina Titus (D-Nev.), Anthony Brown (D-M.D.) and Grace Meng (D-N.Y.), who aren't members of the committee, also said they also voted with Green because they backed Nadler's position.",positive,neutral,True,0.4404,False,False,False,False,True
"Mitch McConnell fractures shoulder in fall at Kentucky home, spokesman says Some senators have called for an end to their five-week recess to vote on a gun bill, but a McConnell spokesman said he would ""continue to work from home""",neutral,negative,True,-0.1779,False,False,False,False,True
"When Davis refused Bunning's order to issue licenses, the judge declared the clerk in contempt of court and jailed her for five days.",negative,negative,False,-0.8481,False,False,False,False,True
"In several cases, you can see surges tied to campaign roll-outs; Jeb Bush's big jump in December followed his announced exploration of a bid, and Ted Cruz and Rubio saw jumps since last month.",positive,neutral,True,0.2263,False,False,False,True,True
"Mubarak was convicted in June to life in prison for failing to stop the killing of protesters during last year's uprising against his rule, but many Egyptians were angered that he wasn't convicted of actually ordering the crackdown and that his security chief, Habib el-Adly, was not sentenced to death.",negative,neutral,True,-0.6212,False,False,False,True,True
"-- OBAMA on McCain defending his citizenship in 2008: “He saw himself as defending America’s character, not just mine … I was grateful but I wasn’t surprised.",positive,neutral,True,0.5187,False,False,True,False,True
"Egyptian judicial officials have ordered former President Hosni Mubarak freed from jail, a stunning turnaround for the 85-year-old strongman who ruled the nation for three decades before being ousted in a popular revolution, and a move that could plunge the unraveling North African nation into further violence.",negative,negative,False,0.5719,False,False,False,True,True
The coroner concluded that the multiple injuries had not contributed to her death.,neutral,negative,True,-0.5994,False,False,False,False,True
"He said Chicago ranks last in enforcement of federal gun laws, but that no journalist would dare question that, in part because they “still have Obama bumper stickers on their cars.”",negative,negative,False,-0.5423,True,False,False,False,True
Jakiw Palij has been stateless since a federal judge revoked his US citizenship in 2003.,neutral,neutral,False,0.0,False,False,False,False,True
The letter also requests answers to a number of questions about law enforcement’s knowledge of Yang prior to the media reporting and about Yang’s interactions with Trump and others in the administration.,neutral,neutral,False,0.0772,False,False,False,False,False
"But President Barack Obama came out in support of Title II reclassification and bright-line rules in November, and Wheeler, who had reportedly been considering alternative approaches, appears to now be on board.",positive,neutral,True,0.5499,False,False,True,False,True
But other Democrats calling for an independent investigation of the Trump campaign's alleged Russia ties included Sens.,negative,neutral,True,0.0,False,False,False,False,False
"He was laicised after his first convictions in 1993, after serving three months in jail.",negative,neutral,True,0.0,False,False,False,False,True
"But when asked if he had ever cheated on his wives, Mr. Trump said: “No — I never discuss it.",negative,negative,False,-0.6652,False,False,False,False,True
Donald Trump and Ted Cruz Lead Anti-Iran Deal Rally,negative,negative,False,0.0,False,False,False,False,False
"Missouri Governor Eric Greitens speaks to the media on February 22, 2017 in University City, Missouri.",neutral,neutral,False,0.0,False,False,False,False,False
"As Bernie Sanders said on numerous occasions, Hillary Clinton suffers from “bad judgement.”",negative,negative,False,-0.4767,False,False,False,True,True
"Rob Portman (R-Ohio)—who started out as the sparring partner, playing Obama in debate practice, but gradually took on a broader role as debate strategist—observed that it was precisely when Romney channeled the language and cadences of his business career that he seemed most at ease, and most credible.",positive,neutral,True,0.4152,False,False,True,False,True
"Christie also referenced the broad support he received in winning a second term, including among minority communities that generally don’t back Republicans.",positive,negative,True,0.7269,False,False,False,False,True
"The men confessed, but DNA tests in 2011 matched DNA from Glover’s body to Johnny ""Maniac"" Douglas, a murderer and sex offender shot to death in 2008.",neutral,negative,True,-0.9688,False,False,False,False,True
"Conway noted the races of those involved, four African-American suspects and a white victim, and said that if Streep is truly concerned about the disabled community, she should speak out about the incident in Chicago.",negative,negative,False,-0.1531,False,False,False,True,True
A veteran of anti-Corbyn campaigns once told me: “We lost because we were shit.”,negative,negative,False,-0.3182,True,True,False,False,True
"Where the candidates stand in Minnesota has largely been up in the air so far due to scant polling, thus making the state one of the night’s wildcards.",neutral,neutral,False,0.0,False,False,True,False,True
"“The arguments of those interested in preserving the validity and legitimacy of arguments about how [Obama] ran could get a little stronger inside government,” Hayden said.",positive,neutral,True,-0.101,False,False,False,False,False
"Carlson praised the lack of ""identity politics"" in Warren's latest plan, and listed off her proposals including more workplace apprenticeship programs, and encouraging the government to buy American products when it can.",positive,neutral,True,0.6486,False,False,False,False,False
Did he make any great errors?,neutral,negative,True,0.4019,False,False,False,False,False
Obama entered power in 2009 hoping to use Turkey’s Islamist president to help remake politics in the Middle East — but the wished-for alliance crashed as Erdogan’s Islamist government became more radical year by year.,negative,negative,False,0.4118,False,False,False,True,True
"He knew he was dying, he knew he had Aids and that he didn’t have long to live and he just wanted to talk about that, talk about his fears, how scared he was.",positive,negative,True,-0.6908,False,False,True,True,True
"Gowdy: Oversight panel won't pursue Russia, obstruction probes",neutral,negative,True,0.0,False,False,False,False,False
"“It’s a regime that, frankly, could be toppled very quickly by the military if the military decides to do that,” Trump said.",neutral,negative,True,0.0,False,False,False,False,True
"The F.B.I. affidavit said reporters for the news outlet, which it also did not name, had approached the N.S.A. with questions for their story and, in the course of that dialogue, provided a copy of the document in their possession.",neutral,neutral,False,0.0,False,False,False,False,True
"(In fact, I had a positive experience dealing with Mike Flynn when he was a colleague as Director of the Defense Intelligence Agency at the beginning of my term at FBI.)",positive,neutral,True,0.802,False,False,False,False,True
"A week later, White House press secretary Sarah Huckabee Sanders was asked to leave the Red Hen, a restaurant in Lexington, Virginia.",negative,negative,False,-0.0516,False,False,False,False,False
"Joe Kennedy III, D-Mass., who says concerns about Russia have caught up to health care as a priority among his constituents.",neutral,negative,True,0.4939,False,False,False,False,True
"In 1992, billionaire Ross Perot became the most successful non-major party presidential candidate in 80 years, securing 19 percent of the popular vote",positive,neutral,True,0.9033,False,False,False,False,False
"In a letter at the time of Mr. Sessions’ earlier nomination, King had accused him of “a shabby attempt to intimidate and frighten elderly black voters.”",negative,negative,False,-0.6597,False,False,False,True,True
"Oprah Winfrey and partner Stedman Graham arrive at the 2015 Vanity Fair Oscar Party in Beverly Hills, California February 22, 2015.",neutral,neutral,False,0.4767,False,False,False,False,False
She continues to battle landfill operators to protect drinking water in Will County.,positive,neutral,True,0.0,False,False,False,False,False
"Before the official start of the summit meeting, Mr. Obama spoke at a civil society forum.",neutral,neutral,False,0.0,False,False,False,False,False
"All of the former presidents in attendance besides George H.W. Bush spoke briefly to the crowd — and though they discussed politics, none of them specifically mentioned Trump by name.",neutral,neutral,False,0.0,False,False,True,False,True
"“Hillary Clinton’s announcement speech was chock full of hypocritical attacks, partisan rhetoric and ideas from the past that have led to a sluggish economy leaving too many Americans behind,” she said.",negative,negative,False,-0.8225,False,False,False,True,True
"PRESIDENT MACRON MEETS WITH HOSTAGES FROM WEST AFRICAN MILITANT CAMP, PAYS TRIBUTE TO HEROES KILLED IN RESCUE MISSION Army Chief of Staff Gen. Francois Lecointre told the media that while the exact identity of the captors remains unknown, the hostages were being transported towards Mali and were intended to be transferred to Katibat Macina, a group allied with Al Qaeda, NBC News reported.",neutral,negative,True,0.4278,False,False,False,False,True
"""God willing, this litany of stupidity will be the epitaph of the Haqqani Network,"" he said.",neutral,negative,True,-0.2023,True,False,False,False,True
Speaker Ryan it’s time to remove Nunes (yet again).,negative,negative,False,0.0,False,False,False,False,False
"With only 81 days to go until the election, it is unlikely that Romney will release additional returns to prove his statement.",negative,negative,False,0.0,True,False,False,False,True
"A judge convicted former police officer Michael Slager of second-degree murder and sentenced him to 20 years in prison Thursday for the 2015 killing of Walter Scott, an unarmed black motorist.",negative,negative,False,-0.926,False,False,False,False,True
"Clinton got to fill six positions, and Sanders chose five.",neutral,neutral,False,0.0,False,False,False,False,False
